"authors","year","title","booktitle","host_organisation","location","keywords","base_url","path"
"Gallagher","1989","Australia's Western Gateways: Exploring Trade and Tourism Opportunities","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Gallagher.pdf"
"Gentle","1989","Port Authority Pricing","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," funding","http://atrf.info/papers/index.aspx","/papers/1989/1989_Gentle.pdf"
"Hampson","1989","Young Drivers in Australia","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Hampson.pdf"
"Hensher and Brotchie and Gunn","1989","A Methodology for Investigating the Passenger Demand for High-Speed Rail","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," rail public transport","http://atrf.info/papers/index.aspx","/papers/1989/1989_Hensher_Brotchie_Gunn.pdf"
"Hodgkin","1989","Transport Policy and Research: Some Examples of Their Interaction","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," policy","http://atrf.info/papers/index.aspx","/papers/1989/1989_Hodgkin.pdf"
"Kane and Fernandez","1989","Development of Coal Railways in Queensland","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Kane_Fernandez.pdf"
"Ker","1989","Putting the Economics Back into Evaluation: Some Insights into the Evaluation of Urban Road Projects","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Ker.pdf"
"Kilvington and Mellor and Pearmain and Davies","1989","Interchange Facilities in Urban Public Transport","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Kilvington_Mellor_Pearmain_Davies.pdf"
"Lewarn—The 1980s: A Decade of Change for the Australian Sea Transport and Shore Based Shipping Industries","1989","A New Spirit of Co-operation or Just More of the Same?","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Lewarn.pdf"
"Ling and Taylor","1989","Comparison of Transit Stop Spacing Policies","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," public transport","http://atrf.info/papers/index.aspx","/papers/1989/1989_Ling_Taylor.pdf"
"Loveday","1989","Sydney's Taxi Industry","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Loveday.pdf"
"Lubulwa—Efficient Regulation","1989","Theory and Practice in Australia","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Lubulwa.pdf"
"Mills","1989","Charging for Railway Use: The Case of the Federal Airports Corporation","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," aviation","http://atrf.info/papers/index.aspx","/papers/1989/1989_Mills.pdf"
"Moses—Young and Old","1989","A Study in Pedestrian Safety","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," safety","http://atrf.info/papers/index.aspx","/papers/1989/1989_Moses.pdf"
"Nairn—Transport Economics in Australia","1989","Theory","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Nairn.pdf"
"Ogden and Howie—Traffic Safety","1989","Can we be Pro Active?","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Ogden_Howie.pdf"
"O'Rourke and Schrader and Ferris and ","1989","Co-ordinated Australian Railways Technical Development and its Benefits","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," ITS","http://atrf.info/papers/index.aspx","/papers/1989/1989_ORourke_Schrader_Ferris.pdf"
"Parfitt and Bannister","1989","Wild Schemes","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Parfitt_Bannister.pdf"
"Perry","1989","National Communications Network for Australia's Trade and Transport Services","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Perry.pdf"
"Pretty and Troutbeck","1989","The Control of Highway Intersections","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Pretty_Troutbeck.pdf"
"Robertson","1989","Prospects in International Tourism and the Need for Research","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Robertson.pdf"
"Robinson and Everett","1989","More Effective Infrastructure Decision Making: Lessons from the Provision of Coal Transport Infrastructure in New South Wales","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Robinson_Everett.pdf"
"Smith and Milthorpe","1989","Hierarchical Logit Models: A New Software Design","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Smith_Milthorpe.pdf"
"Stampoultzis and Chambers","1989","A Computer System for Building Community Bus Pickup routes","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," bus public transport","http://atrf.info/papers/index.aspx","/papers/1989/1989_Stampoultzis_Chambers.pdf"
"Taylor","1989","The Development of TPM: A ‘Microscope’ for the Transport Planner","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Taylor.pdf"
"Thompson and Young","1989","Determining the Need and Traffic Generation of Shopping Facilities","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Thompson_Young.pdf"
"Tongzon","1989","The Impact of Wharfage Costs on Victoria's Export-Oriented Industries","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Tongzon.pdf"
"Trayford and Crowle and Graves","1989","Response and Attitude of the Public after one year of Advise Dynamic Signs","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Trayford_Crowle_Graves.pdf"
"Wadhwa and Sacilotto","1989","Regional Transport Demand Models for Tourism in Queensland","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Wadhwa_Sacilotto.pdf"
"Wallis and Bullock and Hagberg","1989","Planning for Change in Public Transport Systems: Measuring Impacts with IMPACTS","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," planning","http://atrf.info/papers/index.aspx","/papers/1989/1989_Wallis_Bullock_Hagberg.pdf"
"Wigan","1989","What is it Worth? Safety Valuation Applications and Research Requirements","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," safety","http://atrf.info/papers/index.aspx","/papers/1989/1989_Wigan.pdf"
"Balcombe","1988","Bus Deregulation in Great Britain: A Review of the First Eighteen Months","Proceedings of the 13th Australasian Transport Research Forum","New Zealand Ministry of Transport","Christchurch","","http://atrf.info/papers/index.aspx","/papers/1988/1988_Balcombe.pdf"
"Bannister and Hartnett","1988","If Gold is where you find it","Proceedings of the 13th Australasian Transport Research Forum","New Zealand Ministry of Transport","Christchurch","","http://atrf.info/papers/index.aspx","/papers/1988/1988_Bannister_Hartnett.pdf"
"Baxter and Gammie","1988","Review of New Zealand Passenger Licensing System","Proceedings of the 13th Australasian Transport Research Forum","New Zealand Ministry of Transport","Christchurch","","http://atrf.info/papers/index.aspx","/papers/1988/1988_Baxter_Gammie.pdf"
"Bell and Starrs","1988","Research on Urban Transport Subsidies in New Zealand","Proceedings of the 13th Australasian Transport Research Forum","New Zealand Ministry of Transport","Christchurch","","http://atrf.info/papers/index.aspx","/papers/1988/1988_Bell_Starrs.pdf"
"Black and Blunden—On the Economic Evaluation of Private","1988","Public Sector Transport Projects","Proceedings of the 13th Australasian Transport Research Forum","New Zealand Ministry of Transport","Christchurch","","http://atrf.info/papers/index.aspx","/papers/1988/1988_Black_Blunden.pdf"
"Chow","1988","Reform of Trucking Regulation in Canada","Proceedings of the 13th Australasian Transport Research Forum","New Zealand Ministry of Transport","Christchurch","","http://atrf.info/papers/index.aspx","/papers/1988/1988_Chow.pdf"
"Christopherson","1988","Defence and Deregulation: A Study in Incompatibility?","Proceedings of the 13th Australasian Transport Research Forum","New Zealand Ministry of Transport","Christchurch","","http://atrf.info/papers/index.aspx","/papers/1988/1988_Christopherson.pdf"
"Clark","1988","Highway Robbery? An Examination of remaining Government Services and Service Charges in the New Zealand Land Transport System","Proceedings of the 13th Australasian Transport Research Forum","New Zealand Ministry of Transport","Christchurch"," funding","http://atrf.info/papers/index.aspx","/papers/1988/1988_Clark.pdf"
"D'Este","1988","Structuring the Big Decision","Proceedings of the 13th Australasian Transport Research Forum","New Zealand Ministry of Transport","Christchurch","","http://atrf.info/papers/index.aspx","/papers/1988/1988_DEste.pdf"
"Docwra","1988","Australian Federalism","Proceedings of the 13th Australasian Transport Research Forum","New Zealand Ministry of Transport","Christchurch","","http://atrf.info/papers/index.aspx","/papers/1988/1988_Docwra.pdf"
"Dudgeon","1988","Just Another Government Bus Service?","Proceedings of the 13th Australasian Transport Research Forum","New Zealand Ministry of Transport","Christchurch"," bus public transport","http://atrf.info/papers/index.aspx","/papers/1988/1988_Dudgeon.pdf"
"Elder","1988","Economic Deregulation of Aviation: The Australian Approach","Proceedings of the 13th Australasian Transport Research Forum","New Zealand Ministry of Transport","Christchurch"," aviation","http://atrf.info/papers/index.aspx","/papers/1988/1988_Elder.pdf"
